X,Z,Accumulation_sb_m,Xsl,Zsl
3010000.0,-83.1822918681211,611.4116778182394,268.0,-0.03110479100852692
3020000.0,-109.56257674125285,875.2221614928491,268.0,-0.0504575358161141
3020000.0,-109.56204545787273,912.9607126730834,268.0,-0.07127087253707569
3030000.0,-122.38922483851574,929.4022730334026,268.0,-0.08890521265175058
3050000.0,-115.3922820807683,956.4543636922524,269.0,-0.23793146003154092
3070000.0,-110.86370388239969,729.689703581022,269.0,-0.0658267569794466
3070000.0,-110.86362250035202,729.6895354798163,269.0,-0.0836644041619629
3070000.0,-110.8635412508737,729.6893672846912,269.0,-0.10668052455080812
3070000.0,-110.8634601362058,729.6901536223071,269.0,-0.1277365239974315
3070000.0,-110.86337915651045,745.7857181599028,269.0,-0.14636063980744626
3080000.0,-124.82302438610701,794.202276005464,269.0,-0.16592115050152223
3090000.0,-128.69683644063636,1504.8133193422577,269.0,-0.18578179036315629
3090000.0,-125.98893271695827,1510.9341651648786,269.0,-0.20579897232542219
3110000.0,-122.01651135496971,867.9023120733625,269.0,-0.22373408725032853
3130000.0,-133.38837614336282,1449.307447351032,269.0,-0.24271050904303362
3130000.0,-133.3889254267831,1449.3055676663134,269.0,-0.26506601285535136
3130000.0,-133.38947465807928,1449.3036882591873,268.0,-0.0031412235101390055
3130000.0,-133.39002383728132,1449.3018091294887,268.0,-0.021941259601455862
3130000.0,-133.39057296419648,1449.2999302782382,265.0,-0.07396771775852885
3130000.0,-133.39112203886683,1449.298051705206,265.0,-0.18412393535897933
3130000.0,-133.389338518772,1451.4447957419306,265.0,-0.2674964477087169
3130000.0,-128.90488491412412,1678.8547806682857,265.0,-0.26742499009846804
