X,Y,Z,River_mouth_Lengh_m,Flexure_m,Accumulation_m,Accumulation_max_m,Flexure_min_m,Flexure_mean_m,Flexure_max_m
2099593.4637943436,990871.6443176962,-0.032783334061055554,2288476.502531578,-16.930089948757864,-35.479848163485805,163.66371350786264,-172.11755601209896,-27.14143165817818,56.1346561663978
2099593.4637943436,990871.6443176962,-0.012513625292187077,2288476.502531578,-16.46337488807819,-35.975454583525334,182.4662198438815,-182.34242917006077,-27.66989713800623,60.21035650225498
2117287.92513306,988865.4896597528,-0.06980668674346421,2306284.327176349,-35.16768904330457,9.306045406638543,202.70500636112078,-202.4071604295595,-39.24057955057753,61.23921142192224
2117287.92513306,988865.4896597528,-0.04344381887339649,2306284.327176349,-35.20787386362564,9.359337892876828,208.94066261685902,-212.78993086399342,-40.06347082616786,65.16666980700494
2117287.92513306,988865.4896597528,-0.005218812818364524,2306284.327176349,-35.10223151925233,9.278899768209952,229.47762220814096,-222.73185214303288,-40.712730833630296,69.06639553554989
2127979.4985894724,984491.0727713844,-0.07261338936815667,2317836.1783737587,-42.41640055978124,8.873232239214511,234.17294299632937,-237.80479031448738,-49.53709664815401,71.40725177889635
2035829.0039167313,985422.8198164792,12.118524359540404,2251141.8153416086,26.74361294924671,-81.20315104412808,251.06948257384514,-170.63881959527777,8.868644600996596,76.6971932070499
2024832.99627217,978460.0621819891,31.64767900645664,2242913.817544458,36.622462035564,-111.89781865136665,262.34507090961137,-168.34802378525205,12.676376433241737,80.41406860216432
2193722.241329469,998999.7465615077,14.925488553582312,2441609.9717899533,-127.45614634605512,300.02985070177294,285.6753180584575,-309.46199649481025,-119.52252385336818,49.72504480168685
2160124.867857871,923886.0297184117,14.860924644582305,2469384.7698320933,-88.36427293572456,209.02334461521548,304.59694476095143,-303.210995571269,-90.25268156110367,63.65510603998964
2270691.229553651,1081348.4011329915,-16.530729288711235,2705675.1223682463,-207.9699969259204,462.90249201029565,319.7202850571997,-327.4008429387781,-174.5759862034245,15.43949701983269
1987880.7454640518,986031.5452672655,31.90533761391498,2186701.0073929536,60.69474312364169,-164.70839447698825,333.40338386983444,-128.9801680946748,40.60646602671797,98.84673927223014
2163367.5623621237,874392.9033871642,5.164550615851228,2458869.2307679635,-82.25885550375781,191.34794664215934,329.7050389678734,-321.36322425654595,-91.1094434314389,69.03120071050871
2051225.0005493008,954430.7248508453,25.349492894648794,2263348.967744664,24.934425708720216,-97.6469243173319,342.9531087447314,-226.10664222590398,1.9484097437737506,93.36695715159665
2195477.783802291,779807.5208944393,6.724804782135202,2609084.2434553737,-115.55419314316703,263.0368291921391,345.422739188227,-338.5199558731796,-108.11383421695197,73.84384479331415
2268895.713576782,737430.8127031353,-9.211097512515064,2708377.3866540473,-190.757423898254,425.1373853470411,346.52619399671636,-365.5398975372912,-167.74593615252934,46.733326078056486
2151904.2180396277,911106.9560803577,15.46986148660615,2438616.679515864,-81.8559407014929,176.21048009907886,350.0405605183897,-341.6213706408503,-88.76184943309734,82.9226040302603
2160124.867857871,923886.0297184117,12.242827677258406,2437654.4098803727,-92.97530950050133,215.08135335573212,353.85177002478457,-359.10560776797473,-98.83395743832435,82.86310190184764
2308823.7312555537,976713.7446878833,1.0313225525976388,2664435.061469893,-309.4003527775972,654.0523991959855,360.95955964899383,-426.6657441289713,-267.31968940427447,-28.08853094037883
2066501.4827083389,974980.077496015,18.69873472123413,2283059.7907010047,16.446733328575135,-61.2254439061124,365.28173870210605,-251.19508083358704,-1.7871021421785762,114.11872905663517
2160124.867857871,923886.0297184117,14.987621639237789,2410229.4387103408,-93.27403216869018,215.67991251975036,361.7559486404064,-380.8396957490416,-101.01238290690361,90.33454876332154
2240607.064454368,1028477.4450142881,6.657625814243189,2601163.621295182,-216.5760750698357,453.31369219715333,363.8790240757708,-438.816031184625,-197.67748482818004,43.82718427618395
2265778.008991726,1129923.9456325057,-14.56963436391726,2743013.231042945,-227.27780692384303,474.6179556251104,363.90963203677154,-420.2011620710724,-199.3866707786057,48.26534708883119
