X,Z,Accumulation_sb_m,Xsl,Zsl
3010000.0,-108.71075836603434,663.1912451828957,292.0,-0.9667998690952296
3020000.0,-109.70785952374655,684.8631446340277,294.0,-0.8818853555687571
3020000.0,-102.7457959152743,687.9724245365322,295.0,-1.5030805564997234
3030000.0,-90.03795968484636,722.890986227341,296.0,-1.1301328319506638
3040000.0,-92.91019979179572,742.9405479102652,298.0,-1.4266289612768184
3050000.0,-96.5967900589779,758.6463127136627,299.0,-1.924778486185499
3060000.0,-98.46628576310498,774.7678661087518,300.0,-3.7647845028818026
3060000.0,-89.20337419231116,1698.1290683438162,300.0,-1.5995579603429677
3060000.0,-89.20394769499494,1698.1276084126582,300.0,-1.5996512137201153
3060000.0,-89.20452112200927,1698.1261486726655,300.0,-1.5997444446707014
3060000.0,-89.20509447460105,1698.124689120687,300.0,-1.4782241323726695
3060000.0,-89.20566775178341,1698.1232297592144,300.0,-1.4769942045461293
3060000.0,-89.20624095269359,1698.1217705904214,300.0,-1.4761365570352267
3060000.0,-83.91567152216966,1713.1210904643656,301.0,-4.366681343684012
3070000.0,-77.88003090317208,811.509579552931,302.0,-2.3700194866687148
3080000.0,-66.00846169344399,842.7491663410555,303.0,-1.2588736862474348
3090000.0,-64.06820166242083,863.4383342682955,305.0,-7.6132508817495586
3100000.0,-70.55854869566271,886.1021400727592,305.0,-1.101227056253329
3110000.0,-80.18426327898143,900.3990057159849,306.0,-2.1024750319384697
3110000.0,-80.18526303461914,900.398942022646,306.0,-2.1025227912687012
3120000.0,-74.60213366645296,1696.326940260495,308.0,-7.793451149091731
3130000.0,-68.77816212877272,1750.8672105749963,309.0,-3.5479868914839274
