X,Y,Z,River_mouth_Lengh_m,Accumulation_m,Accumulation_max_m
0.0,0.0,0.0,0.0,0.0,0.0
2095914.7115940875,1004501.8438864843,-18.152490935062648,1715486.9181470932,0.004224125565209104,0.0
2148028.284324738,1001378.0188572089,-1.0302372104801403,2361197.390139723,93.30004046981861,14.675563583392995
2148028.284324738,1001378.0188572089,-0.01156264865804965,2361197.390139723,93.39156266299594,32.032028198444294
2148028.284324738,1001378.0188572089,-1.6390873093741179e-06,2363073.2137892935,93.40989614461516,43.69011725911083
2169664.479249574,1019179.0124717883,-2.0937796775383803e-05,2394270.7070934605,126.34598339077891,59.80648317164006
2181341.973099666,1019150.4801760189,-0.0037917184048027576,2405948.2358008046,139.84800490427193,67.46649360027469
2175634.2387999813,997687.9774168159,-0.00018598783549108108,2416783.069906937,144.43661801961497,81.20848114997216
2183056.3721402166,1004161.1639652929,-3.2213347830091514e-09,2415751.985093879,144.4368424010443,87.14202081646951
2193722.241329469,998999.7465615077,-6.446883207608591e-07,2436446.722103958,156.17623075384816,92.06132059941696
2211540.544439087,984633.2364613604,-0.0011603170505635324,2464804.6840900676,186.2452379269065,100.07953584502226
2219287.359358691,1017857.701558614,-1.2317243839835133e-06,2444536.8788266648,195.48664034603743,115.36279303420629
2203919.097860776,974266.9215533704,-1.9070500799327292e-06,2449597.9814755674,169.65118731135053,123.06619932475674
2221423.089674948,1053874.8811471693,-9.798965180286679e-11,2466555.087317504,194.50655946223654,135.64715236912545
2246274.7996964194,1043119.9061868045,-2.0066669102045015e-07,2498972.8768508825,238.31249193670672,138.57787549176163
2279488.87326143,1027843.2215027265,-2.4309648375032586e-06,2554571.3235668708,288.4549159071525,152.6011437163904
2283890.3963207463,1003877.8893704207,-0.00020606161834136683,2571612.601545753,293.3307198206406,173.73265979044413
2293523.569369311,1047765.3484864028,-1.0038862430870521e-06,2559828.7081446666,302.95979740370115,179.2510267962564
2247879.995066394,941829.5480911427,-1.1207173663119832e-07,2893758.5455466793,238.58098893409309,203.42381431791392
2281750.944672773,925761.3611147552,-9.856493115768032e-07,2613072.447616066,287.984307915028,217.60290013817885
2050916.1898873136,969524.5098162877,1.6596267571042167,2347490.894676078,-124.4294252749433,224.30982974702192
2082580.1857668944,995324.6396420901,7.392028600383363,2393029.549101051,-26.018346652437398,230.73820087781925
2372470.0849392093,913013.6606589566,-0.10065381102783927,2756620.1507592592,430.76082833011134,253.17070516585724
2388583.0064866585,1034992.4949971379,-1.1823249688888544,2761135.8948193584,472.65967325787665,265.2105166974745
2154042.8208747064,936434.6532563807,5.3438236594077955,2517560.99678436,56.978516673832935,268.50060226440496
2148028.284324738,1001378.0188572089,11.922041383077309,2822654.8006989127,112.81496038605177,278.59054261273485
2188666.586384937,984900.2657689633,15.104235280778951,2539623.2541336594,169.73116929687828,289.78493791771814
2115816.904722697,946141.9130306077,23.230944467721656,2428002.7839652607,-25.84362218799648,307.76051636620565
2151904.2180396277,911106.9560803577,26.817660189104213,2513929.8590586185,103.90990410486047,315.21358632020116
2215509.814228675,1009191.1451228192,20.757328976722512,2567062.640094553,220.25433303425524,317.1311035088736
2298803.298422964,960739.4129964705,15.220501474812094,2681061.1475097993,338.0704337485387,322.7595659717394
2376327.68596014,926355.908150018,9.490458948509877,2788457.5736187,464.6493031528309,326.3056009814445
2270691.229553651,1081348.4011329915,15.402347315352731,2653865.413748578,282.1775539093123,338.5871809223942
2171897.8558758325,1032907.9764417602,32.99797783399023,2526743.6292273877,158.89778030044937,345.90219967150483
2211540.544439087,984633.2364613604,29.22197988177061,2598028.0155586703,216.90340789066977,341.3760871277644
2233198.6405829494,1131229.1347695447,25.063290634344675,2677232.978411301,222.97486904720782,345.87245928824854
2138666.586918842,990487.9180085034,45.69789607946461,2873454.9596882765,46.757222056650484,352.56420008546036
2065818.0190994944,1004207.0563419573,55.37806950445577,142908.41562141522,2.264725911148872,366.48284266032096
2241925.8950787997,959180.8400300206,37.947472817273564,2594675.124566842,269.4872860371316,375.27050072836755
2161150.4925428526,987245.6225253978,49.2588153001772,2504081.4504918493,167.00600546613433,388.64812090407366
2022500.4520093936,994307.9157674883,66.62712343580573,10553.07309839004,-37.946409014036,397.32778832151826
2226491.8449962367,1045180.0749173288,44.351953443610974,281064.83248579805,251.92968272726947,406.0635339140271
2314912.662116755,1139803.0334839781,27.079679895752903,416499.5496801701,348.99477183685065,423.3719426066438
2356654.070589689,1194252.049776211,21.31050468983965,494519.05349693954,423.6670704393082,440.9121477372773
2177383.244385861,1048667.753297206,49.027416313496225,229503.52940875362,186.98462168757712,466.88701320332973
2333653.597324759,1173907.3943335984,27.32978581513943,1870044.3166316266,376.2655754433848,485.63398077044496
2312615.314767302,1217050.525972072,29.525654798154495,1854573.1744585016,338.8756970846271,516.8413336260915
2297075.613602387,1149172.0675886762,35.52909349632545,1799620.3207725997,340.5583043914148,555.4131654442162
2276133.486727569,1126965.2203959958,37.514851217164235,1832753.7769942875,312.0949079235129,585.2613570669364
2432451.4691496976,1293235.8748394258,22.352762720912335,3070438.258183565,531.2326846449612,610.746597617796
2463878.4128265544,1127113.9170362467,28.60406720927302,3376965.9352119663,617.6076184698533,643.3626696467104
2566911.8673812435,1143367.6248239416,18.394732335298634,3164910.0464496454,819.4757742771961,663.2329803801208
2474074.2744329944,1251283.9035982157,26.410086414332042,3093608.4613021053,614.2507248218448,694.6278312814386
2595693.9478102312,1095550.3488556498,20.743399870388334,3176394.614564472,891.7239182256891,714.9873931244555
