X,Z,Flexure_sb_m,Accumulation_sb_m,Xsl,Zsl,Flexure_sl_m
2630000.0,-256.6650518905725,80.20718083902064,-100.28823113224395,245.0,-1.2210018948302257,-568.656599537493
2640000.0,-251.61951251023874,81.93228934249053,-104.2365182294758,249.0,-5.488575013232103,-612.9987001192341
2650000.0,-255.44524819413428,83.82983683680446,-107.72454515584018,249.0,-0.6782200557799656,-624.6674218875168
2650000.0,-235.97651988406378,85.53348456871221,-111.61971946646761,252.0,-5.285955197430757,-655.6453147720451
2650000.0,-228.50576653194096,87.42732494974217,-115.47860889368194,252.0,-3.828033923475836,-668.0687845358215
2650000.0,-224.64939873927935,88.93775279800363,-118.439525609815,252.0,-1.6965452100180318,-666.8527307715863
2650000.0,-224.15719033976993,90.54323944257013,-121.36482219280536,252.0,-0.36695756378542965,-665.5229744256378
2650000.0,-227.4363867223034,92.15774941154241,-124.13583265738636,252.0,-2.540594199832793,-667.6964406434604
2650000.0,-227.99152918250525,93.52829409582957,-126.00762416366067,252.0,-4.646426332148497,-673.3245027905992
2650000.0,-232.8048144035349,-597.7092334201416,1102.97562586124,251.0,-2.6177468133623822,-666.4414737686488
2650000.0,-235.34250195414003,-599.2636141182935,1102.9757608875566,250.0,-0.596895456206107,-658.4141483003206
2650000.0,-236.98190501305672,-600.7319806837567,1102.975894234393,250.0,-0.842635009860954,-658.6599486593392
2650000.0,-237.66497618879586,-601.5513715780046,1102.9760262834661,251.0,-3.960602157141782,-667.7841200121836
2660000.0,-242.67496139659357,-627.1962512788074,1181.6943159580096,249.0,-0.7032283501787555,-658.1052849006039
2680000.0,-253.12383041421518,-654.4635621325497,1260.9835844855952,250.0,-2.4602753050293624,-674.5363452486517
2690000.0,-255.06122474863932,-678.9107279410099,1315.405677601622,250.0,-1.4648971521349021,-682.0025033204606
2690000.0,-242.17307240443603,-693.7396607145524,1349.9192288626818,250.0,-0.13344795716545627,-685.8346808899405
2690000.0,-234.75273366162088,-702.6802824591155,1367.1655886669041,251.0,-2.1586792169722413,-698.9296841386681
2700000.0,-261.29145654607316,-710.831752472843,1382.346259229953,251.0,-1.759051026940631,-698.5300362610375
2710000.0,-241.24533545009518,-679.0809484697625,1272.4641559184577,251.0,-1.5393187178231962,-703.833384052906
2710000.0,-238.12127985417612,-685.666557020427,1284.0849871741302,251.0,-2.4420950856181265,-705.622874192929
2710000.0,-235.98830519162996,-698.7414075033587,1305.136439502854,251.0,-3.7300596047667605,-711.1020713711149
2720000.0,-245.61861311267302,-714.2470341315221,1340.119403293322,251.0,-1.0493510534419643,-716.3187871933758
2710000.0,-224.12938797210685,-717.5128090480497,1347.9944279000065,252.0,-2.4875653615205726,-729.7075908707142
2720000.0,-236.01800096264338,-734.681913262885,1382.4344452864161,252.0,-5.2821399813260035,-735.9991876810344
2730000.0,-235.7353360242011,-752.595881960271,1434.177526862653,253.0,-0.08042609927223238,-746.4163822533893
2730000.0,-233.17622255603132,-750.6432290191904,1434.1767842923318,254.0,-3.0909181603965314,-757.909755176124
2730000.0,-241.13335544189925,-770.3206687953053,1454.9347795628748,252.0,-4.37716656939951,-745.4176606444585
2730000.0,-229.79714070776765,-766.797539534167,1470.4132511294379,254.0,-3.360921689118691,-761.459617585898
2730000.0,-225.00551831905625,-773.1978420983477,1484.559799989075,254.0,-3.853194387290562,-761.9516305220696
2740000.0,-231.69928769146438,-797.4971193043122,1539.348218132431,254.0,-3.3688493972577356,-767.2906288504707
2740000.0,-226.08699446128512,-823.4063912011798,1581.8618236435673,253.0,-0.21566794155081948,-763.1558618635305
2750000.0,-206.60340891941522,-847.2346443643858,1668.5812364988894,258.0,-1.9481928511698081,-828.730299526056
2760000.0,-211.75956417392936,-880.0668578038819,1736.448434634319,259.0,-2.374750225437935,-850.314072020221
2770000.0,-213.18244865251432,-906.3418153102325,1799.652060926747,260.0,-3.043246120561195,-868.0782929987419
2770000.0,-213.91043019873493,-922.8410402620076,1819.1848743045505,260.0,-6.99927612325291,-877.4759663133408
2770000.0,-215.49921791349783,-929.2748070968029,1823.4398556189938,259.0,-1.333770691819384,-869.3793539142155
2770000.0,-212.76639383100965,-934.4490347051259,1830.5262717412345,259.0,-1.170064257056325,-870.6717830087476
2770000.0,-210.65787211352873,-944.8773703459233,1850.1972241024832,259.0,-3.140162809711239,-875.3860097980873
2780000.0,-212.4967358247941,-963.9851242647911,1900.5598072988182,260.0,-4.4580223423441,-889.9445770441582
2790000.0,-235.11310798904944,-982.8634140897046,1933.727706575006,260.0,-2.7069147202541983,-894.1465904639539
2790000.0,-226.68872896654247,-999.0738638478155,1965.4657525413706,260.0,-1.7479450870411353,-898.3579422494847
2790000.0,-222.42773465227847,-1014.4701188565596,1995.654025294557,260.0,-3.2044159057196198,-902.803292818849
2800000.0,-239.91301202236892,-1032.1160035733237,2027.3144171459212,259.0,-0.3356174544031066,-896.081559289852
2810000.0,-255.57221248364752,-1055.335501481196,2079.8793110822025,260.0,-4.57747475610059,-913.7012690691852
2820000.0,-275.55301702431456,-1068.0475520760644,2109.5606087010083,260.0,-1.4839799627347994,-913.7363032870771
2820000.0,-260.16437778563187,-1083.7439216967657,2147.6180244871443,262.0,-3.230117082223588,-951.4910504865919
2830000.0,-265.5111196840591,-1104.934047848804,2195.0248062707,262.0,-2.2706466828509226,-957.4213808062582
2830000.0,-265.4263892822938,-1115.5415333863314,2209.929579198423,260.0,-0.10216312527998359,-924.4099761965032
2830000.0,-262.8068073239409,-1116.0525943995535,2210.8709898844795,262.0,-2.279621515569254,-959.8060533564276
2830000.0,-260.5380557291454,-1114.036628103756,2210.8704921301846,263.0,-3.409164347878688,-967.1906597762975
2830000.0,-256.539547145301,-1110.221169577207,2210.869993682838,264.0,-5.1005834959541,-973.9464028050792
2830000.0,-257.1681478160352,-1119.0311502362833,2227.5717599228824,264.0,-4.598467957438313,-973.4442601524316
2840000.0,-247.10450369497048,-1142.3209945421645,2274.4719395902894,262.0,-0.43145075994186444,-960.6315286627705
2850000.0,-256.26995343542325,-1159.2497099113484,2319.3102199412942,264.0,-1.7426270935348425,-984.0716298996979
2860000.0,-269.98955417680935,-1178.332019698961,2351.615184440357,264.0,-3.1012691187136814,-991.5926825162101
2860000.0,-267.01492808346785,-1178.5598258941754,2356.895350584939,265.0,-6.184464131052795,-1007.7925254040842
2860000.0,-261.2869492553189,-1188.8138325827833,2376.0582513725826,264.0,-0.6011144265445167,-992.6330100748139
2880000.0,-285.2807694302459,-1217.952998401753,2447.2470237863686,267.0,-0.2779122406310644,-1045.3569640502044
2880000.0,-285.7770172694688,-1228.4907207703288,2458.8847233523984,267.0,-2.6810879704994464,-1049.74448049268
2880000.0,-285.0971953935507,-1227.841080044074,2458.884370216382,267.0,-1.8502399213094223,-1048.9134645509985
2880000.0,-281.9053195713747,-1241.1813341535892,2476.848870515795,266.0,-0.7029771100437989,-1037.5158317151524
2890000.0,-290.4839766127625,-1260.4655753287934,2512.4259936747303,267.0,-1.7192517975469697,-1059.9033083073352
2900000.0,-295.79246806525396,-1261.0558922722273,2527.182047649381,269.0,-0.9810929113494594,-1084.1525110434272
2900000.0,-296.03707195930366,-1261.3055022352112,2527.1815986993593,269.0,-1.3833270541721856,-1084.5546258585584
2900000.0,-291.24294450936213,-1256.5455736663453,2527.1811488209423,270.0,-0.660502847376754,-1093.3133006147755
2890000.0,-275.45452809627875,-1258.7447418623212,2527.1806978496415,270.0,-1.9377853865928651,-1094.5905452392144
2890000.0,-277.49385574211846,-1261.6638431472338,2527.180243379613,270.0,-1.2386901611932561,-1093.8914096712695
2880000.0,-258.061130642712,-1263.7302800738503,2527.1797855193813,271.0,-5.511384863790279,-1108.9789384475876
2880000.0,-256.3385964444171,-1262.6862291499285,2527.1793247428523,271.0,-2.440007028052471,-1105.90748513448
