X,Y,Z,River_mouth_Lengh_m,Flexure_m,Accumulation_m,Accumulation_max_m,Flexure_min_m,Flexure_mean_m,Flexure_max_m
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086378.6652598938,1006837.5473094003,-0.2940961128617547,2269505.072332679,-3.0805935726635827,-27.58669615745993,9.438046885640107,-12.002272305426033,-2.596047686943746,3.2030489119671515
2088389.9127696853,1016447.2597724278,-0.26915828958284527,2279322.999311818,-5.416470946632894,-44.50642744331267,30.47898119306353,-24.80503165656975,-5.348684645227165,7.303819175852486
2117287.92513306,988865.4896597528,-0.4800717094382926,2306284.327176349,-14.714185345909778,-6.464755854761261,45.27314455058275,-37.57240675177463,-11.167977820284838,10.373191784724813
2082580.1857668944,995324.6396420901,-0.024623223589629886,2269827.7475808533,-7.350627990901505,10.717874402529835,60.57667904770884,-49.94470651771797,-9.252836659942158,15.314581856959686
2069499.6390509254,992737.7942165041,-0.04124933541252532,2256493.8632389028,-4.313632913862012,-52.48768895020705,73.0952426585474,-60.47443552648563,-8.326334238769626,19.988551658510193
2069499.6390509254,992737.7942165041,-0.025307737755126895,2256493.8632389028,-3.970438435387113,-53.73900668493234,80.12995471909989,-72.067981738076,-9.24741785147698,24.231538440185357
2069499.6390509254,992737.7942165041,-0.009081166643162128,2256493.8632389028,-3.687043754306987,-54.92414215070537,84.892381035245,-83.87567400300101,-10.138821020310331,28.663084841731454
2082580.1857668944,995324.6396420901,-0.02629224000944849,2269827.7475808533,-8.078694619638151,4.844475333910117,89.97220926927884,-100.27843197809976,-14.83677495839321,32.06653388706565
2082580.1857668944,995324.6396420901,-0.0030109895609284026,2269827.7475808533,-7.725773262395249,3.380382806197223,103.35050382977784,-112.21664749461141,-15.69814066069897,36.32818358799304
2082580.1857668944,995324.6396420901,-0.00770085830313594,2269827.7475808533,-7.3067961381384885,1.9223774055133942,112.00335112045343,-124.14027162672943,-16.48278696485391,40.531220325412285
2091872.3306246526,996099.2745531795,-0.00670607681655799,2279152.125056215,-12.759095554722261,18.740078048921283,129.2696823092519,-138.15814965226417,-21.330756700652746,43.908994287909074
2099593.4637943436,990871.6443176962,-0.06805176844683573,2288476.502531578,-17.47935583910611,-34.820162810964355,136.72970210566092,-150.3766528490244,-25.564792123182755,47.982131686839885
2099593.4637943436,990871.6443176962,-0.052251871407075885,2288476.502531578,-17.27546086894175,-35.0922720649902,155.20517648074676,-161.30396213494043,-26.421516626102644,52.05363421284452
