X,Y,Z,River_mouth_Lengh_m,Accumulation_m,Accumulation_max_m
2616876.6094250972,1034508.7737989953,-11.399953720642843,3205279.774194234,909.6532069624283,808.201189656772
2656822.7126833987,991660.1025087204,-21.429846067836603,3272121.6437279945,996.0107683725834,822.4041579247745
2702130.187835537,967506.0645442375,-26.229566205211732,3351732.7742363205,1072.832703738952,852.8677616259164
2576083.6493714885,1556857.5214145537,-20.608378327577324,3207200.6135034785,737.6950188471664,893.0127718247581
2515045.6820751578,1470672.060704013,-8.195737065272915,3109646.3721346958,645.8930379344506,905.0513968969611
2602565.330192544,1494553.8487637604,-18.236346663623884,3190783.4824545,798.0312136780151,915.0631466236545
2637344.3709207894,1391326.4049787147,-15.127116247786489,3194161.0041587306,899.4260892679189,929.0531975446917
2689242.3412679723,1367693.2584452978,-15.849620814905387,3260927.954462912,1008.8303656150731,957.443483076221
2825748.4231941467,1247977.630801127,-51.87191033822839,3523033.7922923993,1314.0697719856933,974.6558742912988
2606365.5529438574,1504837.1641175835,-14.681374043972829,3284403.7334289374,822.6258358898796,981.8801847820077
2298423.667760473,1286051.3394028465,7.277457407724355,2760439.4389748545,290.5659941183858,988.804391549186
2797021.2762446343,1399256.7154018488,-27.97314948404499,3354332.7252676534,1242.8382141490524,994.6128840957047
2660095.6901196837,1278265.7871571986,-9.542229867165497,3182916.47759947,962.265458052406,1000.7769068431107
2685906.2876990763,1325817.578685181,-10.867246185894809,3179355.4897480346,1022.7187671386389,1025.4015824124463
2729280.8030929356,1114589.5860573628,-17.19016361532207,3249163.469647249,1133.3976810671957,1073.4753275918692
2641883.014966993,1060818.3182136382,-5.589608354467114,3190523.4682767624,958.5092514718725,1130.2437725127554
2408524.723399898,1207284.6486075353,2.4803072455856516,2837333.222434853,487.34774554053115,1177.4917860056255
2580739.709400905,785094.7731152591,-10.17823402898597,3066486.9559444077,805.8012692135435,1253.4216927260163
2672398.2829837515,978680.0581852015,-8.91117243205291,3189623.977668496,1026.3075393912504,1313.8777957831528
2543480.405445109,1054683.7085205582,-4.37975013293104,2998286.521495903,756.541737586416,1383.5617847643362
2659497.740382398,967876.0961843772,-8.34079561043744,3164111.8385740025,1000.839841470457,1414.1651027258401
2138666.586918842,990487.9180085034,12.28393869389349,2459002.2689823434,14.326683587300154,1443.0407258893997
2430849.8468392035,731263.3118355671,2.7143522581579917,3312856.407551742,516.2685706103729,1468.956283927265
2518778.0016441853,759570.1850814109,0.9681865338399656,3051985.481517032,688.0938390951054,1478.615999193509
2550017.1194710545,554634.2271968398,-6.126596973710641,3125444.176211956,715.7198691312813,1493.492803575589
2677866.9434854235,955495.7564472689,-5.885101338897094,3068748.10665242,1046.4665684302468,1532.1880172069514
2663159.5320172133,1041385.2765975156,-3.3780482329541046,3036526.0266761826,1003.5796088920007,1550.950641442904
2622523.2341397223,1064033.844179709,0.04281282299192114,3349058.6278088577,918.331650228428,1568.8747612526854
2846348.2971089897,893919.1338222134,-16.290610573718194,3305917.556907665,1415.9394041082842,1602.5192669029634
2921337.792690793,917467.5638177361,-20.47615474606581,3382820.2599752117,1584.1818477298311,1683.5545156063213
2366639.8121788255,1055191.0758287003,6.94276623239397,2700175.5878640963,447.1700595004452,1719.9012095530052
2563929.9665223267,1011286.8762855761,3.372666926685568,2937521.710321416,810.3178984329753,1720.381880238274
2858010.0398236904,961313.5578126243,-9.944745193480824,3334508.4539681757,1452.8070382377527,1739.555837679611
2485169.093075796,970919.8378247684,6.397167536406576,3218520.3284578416,669.8325395193925,1741.7912156538503
2720259.4658325803,1352089.4499610516,-8.267320236122792,3248889.4525402747,1084.5260372931136,1739.302474790628
2663286.7942471425,1299522.584873524,-3.294311271870557,3157751.0198019724,964.0756713068165,1743.6971547260698
2619260.1441222248,1264796.2418734098,-2.7810768348943684,3094730.6865621516,890.1155153570343,1747.9700293728386
2909514.2966939937,1251124.9303757267,-17.633263603179252,3431806.0534478286,1532.1834008853991,1748.0992029082784
2753638.9101237324,1182251.2734132542,-9.686043602367302,3218066.8957539694,1183.5676852356619,1748.6598592296793
2698176.1262381347,1252394.2183912906,-3.0363808283767026,3188226.217712702,1059.99180410451,1766.8068154721889
2769958.5154379434,1054450.5930916541,-4.588422517728759,3201053.165072277,1248.4577814848203,1834.23801771027
2131563.3623368107,1024001.0774750279,16.029894293499787,2431152.7474874966,-19.96503149750047,1870.3207768070401
2757750.6921358076,692668.0918451471,-10.374109603884452,3282973.924894265,1183.8675941891383,1866.8332450178207
2805129.240055563,718405.2447406221,-9.060051080602813,3434482.7001549033,1301.9492780318521,1867.5976578197192
2509457.8496288266,861770.5960850498,-0.4467904267540676,2934621.3584198225,683.230277882298,1865.4405123955228
2797886.67863606,869112.2231587464,-7.2435567313303855,3246004.568002844,1307.2138288576439,1872.05475511255
2957005.960908233,838718.5392710881,-18.266235061241773,3450737.3850145685,1670.174586223017,1879.8414921161639
3057314.3357138988,796355.4066973979,-31.669833325498246,3933200.9876181115,1894.4276977232967,1875.1591100983435
3024564.8305768957,795519.4812307343,-20.560981414245255,3539320.5627860287,1807.6631442995108,1868.2466491392124
2974754.763414809,1004124.3476879463,-21.238731195057145,3535628.081397277,1713.8021742384353,1876.8038714722827
2806001.220189184,580021.298532079,-12.195803640256036,3547969.2233187514,1281.1429834962364,1901.4866164591792
2899130.0468769264,505407.8632750058,-19.7506039524937,3729374.766304537,1480.945887984082,1897.3081855903047
2913677.071994474,541531.0678073835,-22.248650014686156,3719992.0507046958,1508.9678828468889,1891.6978516553188
2894490.8209803444,545238.3350254315,-22.988159723588268,3700450.9131174623,1454.041038754374,1886.5565429201404
2979556.9394478416,635192.316269863,-24.55286741502115,3804661.231407262,1681.3567238163084,1883.859632896789
3068914.3768485514,709552.0745089054,-31.97940838803002,3966747.2172098816,1902.833068576957,1883.7979895916312
2049350.1539117908,1004496.2466804681,18.182789475976136,2338647.146851594,-45.076094326723485,1872.616309901101
2161150.4925428526,987245.6225253978,25.3422142902576,2474227.7109995284,141.3899928846814,1866.7718141441069
