0.000 0.000
100000.000 0.000
200000.000 0.000
300000.000 0.000
400000.000 0.000
500000.000 0.000
600000.000 0.000
700000.000 0.000
800000.000 0.000
900000.000 0.000
1000000.000 0.000
1100000.000 0.000
1200000.000 0.000
1300000.000 0.000
1400000.000 0.000
1500000.000 0.000
1600000.000 0.000
1700000.000 0.000
1800000.000 0.000
1900000.000 0.000
2000000.000 13.722
2050000.000 16.723
2100000.000 35.823
2150000.000 18.887
2200000.000 15.183
2250000.000 27.457
2300000.000 17.402
2350000.000 13.460
2400000.000 -11.900
2450000.000 6.197
2500000.000 32.516
2550000.000 -9.587
2600000.000 8.223
2650000.000 7.080
2700000.000 25.630
2750000.000 16.797
2800000.000 8.115
2850000.000 23.167
2900000.000 -6.426
2950000.000 5.820
3000000.000 15.870
3050000.000 -1.535
3100000.000 13.667
3150000.000 7.047
3200000.000 1.100
3250000.000 1.120
3300000.000 20.690
3350000.000 3.390
3400000.000 15.637
3450000.000 18.213
3500000.000 7.675
3550000.000 -19.670
3600000.000 -14.400
3650000.000 -9.300
3700000.000 2.195
3750000.000 21.820
3800000.000 22.480
3850000.000 -7.440
3900000.000 -4.920
3950000.000 -10.038
4000000.000 0.675
4050000.000 -17.290
4100000.000 17.040
4150000.000 0.960
4200000.000 19.950
4250000.000 -2.307
4300000.000 -11.640
4350000.000 13.740
4400000.000 8.560
4450000.000 -2.390
4500000.000 12.207
4550000.000 -12.410
4600000.000 27.080
4650000.000 -4.980
4700000.000 4.810
4750000.000 -9.955
4800000.000 -15.126
4850000.000 -25.165
4900000.000 -19.237
4950000.000 -35.980
5000000.000 -36.190
5050000.000 -4.214
5100000.000 12.509
5150000.000 -23.650
5200000.000 -19.710
5250000.000 -9.758
5300000.000 -26.948
5350000.000 -10.642
5400000.000 -17.890
5450000.000 -0.849
5500000.000 -23.307
5550000.000 -14.438
5600000.000 -26.196
5650000.000 -14.293
5700000.000 -18.217
5750000.000 -31.316
5800000.000 -43.304
5850000.000 -0.240
5900000.000 -2.080
5950000.000 -17.190
6000000.000 -35.270
6050000.000 -21.147
6100000.000 -18.867
6150000.000 -27.263
6200000.000 -11.008
6250000.000 -31.727
6300000.000 -20.630
6350000.000 -32.893
6400000.000 -26.013
6450000.000 6.526
6500000.000 -20.038
6550000.000 -23.308
6600000.000 -7.326
6650000.000 -21.378
6700000.000 -18.105
6750000.000 10.530
6800000.000 -14.763
6850000.000 -21.485
6900000.000 -15.680
6950000.000 -18.067
7000000.000 -49.091
7050000.000 2.457
7100000.000 -14.666
7150000.000 -25.006
7200000.000 7.415
7250000.000 -5.185
7300000.000 -25.982
7350000.000 -19.580
7400000.000 -9.075
7450000.000 29.777
7500000.000 -10.820
7550000.000 8.810
7600000.000 -16.234
7650000.000 1.740
7700000.000 -4.753
7750000.000 -18.470
7800000.000 2.526
7850000.000 19.736
7900000.000 -9.418
7950000.000 15.960
8000000.000 -8.873
8050000.000 -14.720
8100000.000 -4.090
8150000.000 -10.657
8200000.000 -8.335
8250000.000 -3.810
8300000.000 12.410
8350000.000 0.270
8400000.000 2.874
8450000.000 -19.360
8500000.000 1.616
8550000.000 12.925
8600000.000 -4.920
8650000.000 22.586
8700000.000 -5.870
8750000.000 21.707
8800000.000 -3.230
8850000.000 0.254
8900000.000 0.046
8950000.000 13.626
9000000.000 -15.652
9050000.000 -14.600
9100000.000 -20.460
9150000.000 -3.610
9200000.000 6.946
9250000.000 11.286
9300000.000 3.593
9350000.000 -2.280
9400000.000 -9.605
9450000.000 6.223
9500000.000 6.453
9550000.000 15.297
9600000.000 -7.443
9650000.000 6.643
9700000.000 -2.847
9750000.000 -24.160
9800000.000 -2.704
9850000.000 -1.005
9900000.000 -17.330
9950000.000 -9.783
10000000.000 -9.676
10050000.000 0.240
10100000.000 -2.625
10150000.000 11.225
10200000.000 -4.460
10250000.000 -8.545
10300000.000 16.290
10350000.000 -14.467
10400000.000 -10.160
10450000.000 -8.710
10500000.000 -9.027
10550000.000 -8.610
10600000.000 -0.200
10650000.000 -11.242
10700000.000 -6.900
10750000.000 -22.510
10800000.000 -18.013
10850000.000 -15.510
10900000.000 -28.590
10950000.000 -16.424
11000000.000 -19.360
11050000.000 -0.033
11100000.000 -18.900
11150000.000 0.980
11200000.000 -11.745
11250000.000 -14.438
11300000.000 -19.044
11350000.000 -27.820
11400000.000 -19.018
11450000.000 -27.770
11500000.000 -22.442
11550000.000 -16.060
11600000.000 -24.523
11650000.000 -26.723
11700000.000 -30.360
11750000.000 -17.550
11800000.000 18.330
11850000.000 32.600
11900000.000 25.630
11950000.000 20.210
12000000.000 27.800
