X,Y,Z,River_mouth_Lengh_m,Accumulation_m,Accumulation_max_m
2404743.430287523,911941.9442809785,59.862684164652144,2945727.4552392964,551.7085961262943,840.4079912764674
2089988.8103441517,942613.855690199,74.74554613911809,2389473.328304209,-27.079404985079787,919.3680610057005
2075654.2901598762,973190.1081589197,78.83220540123455,2404371.4098288827,-17.59245875614384,952.3827497058317
2050916.1898873136,969524.5098162877,81.49477358087725,2375686.265294772,-53.969403703710846,971.2212839297117
2024832.99627217,978460.0621819891,81.97547166422164,2333958.7191962176,-83.38704222805492,994.9627769692288
2010233.3120242844,961120.1895694565,82.48236386054909,2323354.38736055,-103.38680865902448,1028.8926912938675
2373139.9158295686,1102700.9870953858,69.68215587739525,2822160.297536025,498.22276603371955,1050.5887429489728
2490616.935113116,1018821.6794061837,58.83701115140191,3013201.640314296,721.3838563607732,1064.1994513390314
2574972.4887747765,965443.8129945135,51.57516610547639,3183833.2243096707,872.2799498368393,1080.026118892284
2641625.430329991,1049487.390485523,47.530031542610075,3333297.6450370587,1010.362478394449,1089.3932186789189
2656802.1182055967,1108412.8120097602,43.97268497456508,3421977.9580016863,1044.5492241923764,1109.9872415246296
2628910.0690104817,1014472.4357086146,47.977556020895236,3294111.812650904,996.7689937836301,1129.2167043111751
2585493.195585205,997002.2221565351,51.860762783358254,3158095.749284655,916.3725324986581,1143.7546628904443
2472693.5323803634,1043023.320787775,59.681225334515574,2987328.2318558153,680.2413858126157,1155.7144959107545
2346479.9082434187,1073709.9601084222,69.95357110235226,2777886.134337279,466.4774922089486,1167.1261012003781
2077691.3882294325,948311.2318605448,84.42294584244782,2435497.351159523,-29.057545146276837,1209.0520416317227
2022500.4520093936,994307.9157674883,87.86416562243083,2336613.8514604736,-39.12968158611653,1265.1062891099023
2219193.6213485426,933562.0262209122,80.55640183523727,2637572.6756834686,274.89664558686064,1287.6434662211402
2115376.92852391,1081223.9810551046,83.2960141226343,2484312.1140291644,0.4548611691867352,1299.4801073632757
2029383.8324187205,1031381.8417590348,86.36564779824714,2352885.9309247024,-77.91214690073093,1318.1654451053078
2016868.3906351891,985383.3857239982,89.24502641886856,2326060.7783620832,-38.891003561638925,1342.5088482882825
1995779.7676528168,995965.231067025,91.9826711911114,2302463.388300451,-39.36583136264891,1356.5711109715176
2016994.8070874887,1030753.6320576846,94.67921535384976,2674714.4263434885,-81.38028558046403,1381.5073868441932
2306319.075099702,734444.051647067,77.96641206058554,2827852.6867292086,381.1908414657929,1406.9108372579835
2749058.9247272518,594562.4395257202,39.579195150321944,3380857.481584681,1193.9306875367583,1414.3133682267996
2786989.356342694,533287.986066311,34.769918971725716,3491310.9350568997,1270.9530089503255,1421.280523858429
2704073.789972656,535585.6880127182,39.577506543126354,3376006.786861035,1077.2576120664928,1437.1025744686938
2602015.2541390746,615331.2735223635,50.73172399917995,3209832.612097606,881.2421064147709,1443.0577470597577
2625430.950197498,630731.3353711204,50.79663629261052,3562010.950785269,947.8499717921434,1446.4004038631745
2605959.9091933807,639329.360357389,52.04604495927427,3577667.2899035243,909.2370937930841,1462.121201727774
2588353.779978859,658297.3874142647,52.6648710580048,3200982.968131989,871.7789521644063,1507.5713943170458
2604878.446304163,651663.5543543965,52.98428981030219,3210464.035310189,889.7495062628022,1505.382446196249
2584689.270258806,675722.7627829759,53.94382975058725,3218789.4932907294,854.8509558439156,1547.8453238283046
2574665.1093123048,655977.6672795619,54.77646362928086,3205756.055197707,830.5421113348128,1569.415597548712
2557299.4758649957,640287.689146446,56.392203883173714,3160961.400953348,807.8963341703183,1556.1278802947143
2534525.8767684717,643239.9666605635,58.14410315457116,3119917.7358891936,750.6760590810844,1553.782847085126
2605959.9091933807,639329.360357389,57.9892469077468,3561733.8894993444,914.5528789536892,1565.394628571107
2574233.206557312,463452.5804528182,55.87378282827305,3421754.0865002098,799.4098557052874,1543.7492404837865
2612799.116448335,250487.62240361804,49.90402830952804,3681261.451106617,846.7561494019052,1527.6340268189183
2623739.860506607,190782.72818361584,39.52414924878274,3752653.2793561043,855.1213041192293,1512.0214595065454
2613247.0701868455,147427.5886944906,34.74593921157575,3825698.18541178,816.7923034828996,1495.999083081676
2583807.7561612595,95296.46774066592,25.740923856143063,3895313.3515313994,744.4834463667313,1486.863291257951
2609426.963022006,42784.90750524597,23.471383981487925,3958199.9053936535,788.6879326781358,1470.9772120858595
2655201.960290341,54951.44920948878,19.485259183708852,58790.12151290913,891.2515926122027,1459.6341137239185
2666900.63187933,72643.90782068278,21.999999992596127,80041.88175035582,920.5440567119745,1445.3093547653182
2620056.787949129,46337.81640568221,23.802423539780957,3952465.8511376265,809.1437689134922,1448.5944235196102
2613247.0701868455,147427.5886944906,29.899373451379354,4188381.4818371404,813.5519952867993,1455.8003353852719
2570532.871872406,246576.12616041,43.84801942439896,3667125.9468536903,759.4741017182803,1439.7114354551613
2619173.0741311163,487889.58437441004,54.86247518211593,3385183.2678445387,909.5205787929873,1419.9995603674552
2513975.2656324175,639110.6370775223,59.11801805847666,3104505.9147964153,717.4399571786507,1421.3986440690062
2490671.2739815502,714239.7585793966,62.479032209685776,3025016.607286099,685.7163733302622,1420.4802049315456
2463420.713580794,722198.0429368792,65.6065283725617,2991927.266578173,634.681878281236,1416.8964070964323
2370649.050680115,668359.5952767205,68.4217203571239,2929306.061241606,463.35548182467625,1417.2246212878772
2320313.10591077,710886.8913703692,71.5073622467092,2862387.306977751,388.43381208549783,1415.1908081798058
2473238.586447424,472276.27462448546,62.48782787648432,3298146.6155131594,608.6871924032458,1414.7167124502107
2384091.724042152,593735.2996998386,68.51694943198673,3006272.1570381555,471.53734201379444,1403.5129989784837
2280808.3339934144,747464.4420646894,74.28612768223117,2797812.0409216243,332.47505309430613,1395.3810118698502
2217352.381646607,833980.5489803143,81.2587819623841,2683331.6308843507,263.44394661750664,1385.6947016566942
2186210.2174697835,1051711.9551706573,83.99328146505351,2948837.5499978247,233.3481309801646,1377.0692236520802
2159789.6941503934,1029201.2338255015,86.49617802754715,2568810.6951665995,197.74464271204914,1415.1466247017493
2355649.600020109,1164106.2347502701,77.45513975980073,2893350.8262018715,478.71031449359464,1433.2590859880897
2333103.016791576,1087858.9689288079,78.4704708873693,2798301.048738425,440.6477560859869,1458.6845650726016
2355689.7069532312,1091247.1326220785,78.77876893433593,2810176.5315034813,493.6976294224245,1502.0819243719338
2497130.7112863944,1166283.961774994,71.93949688392188,3046283.0499457926,729.0738585878889,1547.4788318924293
2467739.346174793,1113417.4042129817,74.04941491740938,2977338.781327806,686.0890583114198,1576.37849188817
