site,age_ka,oxygen,delW,sea_level_m
1338 Drury,6143.150,2.390,0.090,-5.560
1338 Drury,6146.150,2.400,0.100,-6.190
1338 Drury,6149.150,2.500,0.200,-12.350
1338 Drury,6152.150,2.480,0.180,-11.120
1338 Drury,6155.160,2.210,-0.090,5.480
1338 Drury,6158.160,2.540,0.240,-14.830
1338 Drury,6161.160,2.430,0.130,-8.070
1338 Drury,6164.160,2.290,-0.010,0.540
1338 Drury,6167.160,2.300,0.000,-0.090
1338 Drury,6170.160,2.210,-0.090,5.440
1338 Drury,6173.160,2.360,0.060,-3.790
1338 Drury,6176.160,2.330,0.030,-1.960
1338 Drury,6179.160,2.450,0.150,-9.350
1338 Drury,6182.160,2.320,0.020,-1.360
1338 Drury,6185.160,2.290,-0.010,0.480
1338 Drury,6188.160,2.360,0.060,-3.830
1338 Drury,6191.160,2.350,0.050,-3.220
1338 Drury,6194.160,2.440,0.140,-8.770
1338 Drury,6197.160,2.590,0.290,-18.010
1338 Drury,6200.160,2.460,0.160,-10.020
1338 Drury,6203.160,2.590,0.290,-18.020
1338 Drury,6206.160,2.520,0.220,-13.720
1338 Drury,6209.160,2.660,0.360,-22.340
1338 Drury,6212.160,2.490,0.190,-11.880
1338 Drury,6215.160,2.410,0.110,-6.960
1338 Drury,6218.160,2.450,0.150,-9.420
1338 Drury,6221.160,2.560,0.260,-16.200
1338 Drury,6224.170,2.380,0.080,-5.120
1338 Drury,6227.170,2.250,-0.050,2.870
1338 Drury,6230.170,2.200,-0.100,5.940
1338 Drury,6233.170,2.320,0.020,-1.440
1338 Drury,6236.170,2.490,0.190,-11.910
1338 Drury,6239.170,2.610,0.310,-19.300
1338 Drury,6242.170,2.520,0.220,-13.760
1338 Drury,6245.170,2.450,0.150,-9.460
1338 Drury,6248.170,2.570,0.270,-16.850
1338 Drury,6251.170,2.400,0.100,-6.390
1338 Drury,6254.170,2.230,-0.070,4.070
1338 Drury,6257.170,2.150,-0.150,8.990
1338 Drury,6260.170,2.110,-0.190,11.440
1338 Drury,6263.170,2.220,-0.080,4.670
1338 Drury,6266.170,2.510,0.210,-13.180
1338 Drury,6269.170,2.540,0.240,-15.030
1338 Drury,6272.170,2.530,0.230,-14.420
1338 Drury,6275.170,2.530,0.230,-14.420
1338 Drury,6278.170,2.420,0.120,-7.660
1338 Drury,6281.170,2.470,0.170,-10.740
1338 Drury,6284.170,2.560,0.260,-16.280
1338 Drury,6287.170,2.460,0.160,-10.130
1338 Drury,6290.170,2.360,0.060,-3.980
1338 Drury,6293.180,2.350,0.050,-3.370
1338 Drury,6296.180,2.430,0.130,-8.290
1338 Drury,6299.180,2.390,0.090,-5.840
1338 Drury,6302.180,2.390,0.090,-5.840
1338 Drury,6305.180,2.420,0.130,-7.700
1338 Drury,6308.180,2.420,0.130,-7.710
1338 Drury,6311.180,2.440,0.150,-8.940
1338 Drury,6314.180,2.430,0.140,-8.340
1338 Drury,6317.180,2.520,0.230,-13.880
1338 Drury,6320.180,2.580,0.290,-17.580
1338 Drury,6323.180,2.450,0.160,-9.590
1338 Drury,6326.180,2.420,0.130,-7.750
1338 Drury,6329.180,2.470,0.180,-10.840
1338 Drury,6332.180,2.460,0.170,-10.230
1338 Drury,6335.180,2.590,0.300,-18.240
1338 Drury,6338.180,2.530,0.240,-14.550
1338 Drury,6341.180,2.520,0.230,-13.940
1338 Drury,6344.180,2.440,0.150,-9.030
1338 Drury,6347.180,2.250,-0.040,2.650
1338 Drury,6350.180,2.420,0.130,-7.810
1338 Drury,6353.180,2.490,0.200,-12.130
1338 Drury,6356.180,2.400,0.110,-6.600
1338 Drury,6359.180,2.310,0.020,-1.070
1338 Drury,6362.190,2.310,0.020,-1.080
1338 Drury,6365.190,2.340,0.050,-2.930
1338 Drury,6368.190,2.370,0.080,-4.780
1338 Drury,6371.190,2.390,0.100,-6.020
1338 Drury,6374.190,2.400,0.110,-6.650
1338 Drury,6377.190,2.430,0.140,-8.500
1338 Drury,6380.190,2.440,0.150,-9.120
1338 Drury,6383.190,2.400,0.110,-6.670
1338 Drury,6386.190,2.360,0.070,-4.220
1338 Drury,6389.190,2.370,0.080,-4.840
1338 Drury,6392.190,2.410,0.120,-7.310
1338 Drury,6395.190,2.460,0.170,-10.390
1338 Drury,6398.190,2.520,0.230,-14.090
1338 Drury,6401.190,2.430,0.140,-8.560
1338 Drury,6404.190,2.340,0.050,-3.040
1338 Drury,6407.190,2.390,0.100,-6.130
1338 Drury,6410.190,2.470,0.180,-11.070
1338 Drury,6413.190,2.560,0.270,-16.630
1338 Drury,6416.190,2.570,0.280,-17.260
1338 Drury,6419.190,2.490,0.200,-12.350
1338 Drury,6422.190,2.430,0.140,-8.670
1338 Drury,6425.190,2.370,0.080,-5.000
1338 Drury,6428.190,2.390,0.100,-6.240
1338 Drury,6431.200,2.490,0.200,-12.410
1338 Drury,6434.200,2.470,0.180,-11.200
1338 Drury,6437.200,2.440,0.150,-9.370
1338 Drury,6440.200,2.440,0.150,-9.380
1338 Drury,6443.200,2.470,0.180,-11.240
1338 Drury,6446.200,2.510,0.220,-13.720
1338 Drury,6449.200,2.500,0.210,-13.120
1338 Drury,6452.200,2.540,0.250,-15.600
1338 Drury,6455.200,2.470,0.180,-11.310
1338 Drury,6458.200,2.350,0.060,-3.940
1338 Drury,6461.200,2.390,0.100,-6.410
1338 Drury,6464.200,2.440,0.150,-9.510
1338 Drury,6467.200,2.530,0.240,-15.060
1338 Drury,6470.200,2.430,0.140,-8.920
1338 Drury,6473.200,2.420,0.140,-8.320
1338 Drury,6476.200,2.690,0.410,-24.950
1338 Drury,6479.200,2.520,0.240,-14.510
1338 Drury,6482.200,2.470,0.190,-11.450
1338 Drury,6485.200,2.480,0.200,-12.080
1338 Drury,6488.200,2.420,0.140,-8.400
1338 Drury,6491.200,2.440,0.160,-9.650
1338 Drury,6494.200,2.500,0.220,-13.350
1338 Drury,6497.210,2.480,0.200,-12.140
1338 Drury,6500.210,2.610,0.330,-20.150
1338 Drury,6503.210,2.560,0.280,-17.090
1338 Drury,6506.210,2.440,0.160,-9.720
1338 Drury,6509.210,2.530,0.250,-15.280
1338 Drury,6512.210,2.460,0.180,-10.980
1338 Drury,6515.210,2.460,0.180,-11.000
1338 Drury,6518.210,2.370,0.090,-5.480
1338 Drury,6521.210,2.450,0.170,-10.420
1338 Drury,6524.210,2.300,0.020,-1.200
1338 Drury,6527.210,2.490,0.210,-12.910
1338 Drury,6530.210,2.530,0.250,-15.390
1338 Drury,6533.210,2.510,0.230,-14.170
1338 Drury,6536.210,2.400,0.120,-7.420
1338 Drury,6539.210,2.490,0.210,-12.970
1338 Drury,6542.210,2.530,0.250,-15.450
1338 Drury,6545.210,2.660,0.380,-23.460
1338 Drury,6548.210,2.390,0.110,-6.860
1338 Drury,6551.210,2.600,0.320,-19.800
1338 Drury,6554.210,2.440,0.160,-9.970
1338 Drury,6557.210,2.350,0.070,-4.450
1338 Drury,6560.210,2.390,0.110,-6.930
1338 Drury,6563.210,2.590,0.310,-19.250
1338 Drury,6566.220,2.540,0.260,-16.190
