FID,Q,Area,B,L,R,T,I,Qs,Process,Structure_,MainClass,Shelf,MarginType,Fan_Area,Fan_Width,Fan_Depth,Fan_Volume,Fan_Length,Area_1,Q_1,PD_Q,Runoff,TSS,PD_TSS,SedYield,ASedConc,TDS,PD_TDS,DisYield,DisConc,Max_Elev,E_Length,S_Dist,Sed_Thick,Sed_Basin,River_S,C_Slope_S,C_Shelf_S,C_TopH,C_LowH,C_Length,C_Freq,C_Distance,C_ID,F_Depth,F_Length,F_Width,F_ID,F_Area,Slope_LowH,Slope_TopH,BoW,S_Basin_ID,10m_km,SP,Shelf_LowH,F_S,Slope_L,River_L
16120,16120,8.00249235648,25783.163,0.45,1.5,1.133,16.9569,1.0,1.5871, ,Intracratonic, ,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,0.0,4.12578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,0,88.28121,224394.43724000003,0.0,0.0,-9999.0,265646.84
16124,16124,3.95735860061,10692.0595,2.0,2.0,0.514,18.4763,1.0,1.805, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,0.0,2.17964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,0,83.10348,140607.08469,0.0,0.0,-9999.0,222927.01
16127,16127,12.482203283599999,44943.6845,2.0,2.0,0.908,26.3132,1.0,13.2931, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,65.69207,2.5484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,40,76.72274,150203.43281,0.0,0.0,-9999.0,334602.38
16129,16129,10.1844946594,34852.1011,1.0,2.0,0.231,23.7151,1.0,1.26, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,100.0,0.67721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,31,99.20508,172106.55796000003,0.0,0.0,-9999.0,330769.36
16137,16137,11.7415442902,41635.246,1.5,1.5,2.004,13.4483,1.0,10.6207, ,Foreland, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,60.71489,4.01245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,777,27.87574,305037.56926,0.0,0.0,-9999.0,453115.1699999999
16139,16139,12.651129018699999,45705.2633,1.0,1.0,0.635,32.4274,1.0,5.8007, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,92.25417,1.01135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,40,97.20108,352515.5313,0.0,0.0,-9999.0,592474.75
16143,16143,10.1594555947,34745.0271,1.0,1.0,2.078,4.2318,1.0,2.0179, ,Extensional, ,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,39.57775,4.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,989,20.29793,128567.92415,0.0,0.0,-9999.0,473298.3299999999
16145,16145,31.083599463800002,140594.632,1.0,1.0,1.184,26.3025,1.0,20.3315,T,Passive Margin,Warm Temperate,3,Passive,0.0,0.0,0.0,0.0,0.0,140000,5.3,-9999,37.86,3.0,0,0.021,566.038,1.1,-9999,0.008,207.547,970.0,0.0,119011.93593100001,-9999.0,0.33703,1.13168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Coral Sea,70,61.03239,435544.71906,0.0,0.0,-9999.0,961406.1799999998
16147,16147,2.66487327628,6522.2931,2.0,2.0,0.568,20.43,1.0,1.5239, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,0.0,2.79764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,0,83.89098,112564.93662000002,0.0,0.0,-9999.0,200740.57
16148,16148,6.89996279959,21422.149500000003,4.0,2.0,2.441,23.2542,1.0,36.2873, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,0.0,7.08279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,0,28.65824,123320.60393,0.0,0.0,-9999.0,312504.0
16150,16150,4.30191939248,11868.1341,1.8,2.0,2.318,5.3856,1.0,2.3089, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,82.44647999999998,7.93938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,1048,83.20107,191688.16309,0.0,0.0,-9999.0,286924.15
16152,16152,6.75800991617,20872.6764,2.0,2.0,0.831,29.7866,1.0,7.7595, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,74.47902,1.97169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,40,92.27541,252190.42554,0.0,0.0,-9999.0,386571.7299999999
16154,16154,11.5472567231,40775.86060000001,1.8,2.0,0.854,6.0551,1.0,2.4075, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,92.54297,1.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,1046,80.14783,229807.07868000004,0.0,0.0,-9999.0,485352.48
16155,16155,7.05829747753,22038.3744,1.0,1.0,3.46,0.9797,1.0,1.1297,W,Foreland,Warm Temperate,2,Active,0.0,0.0,0.0,0.0,0.0,22000,9.0,-9999,409.09,8.2,-9999,0.373,911.1110000000001,-9999.0,-9999,-9999.0,-9999.0,3100.0,1939800.38454,-9999.0,-9999.0,0.0,7.66598,0.0,0.0,-112.0,-1552.0,87.95058,1.0,20795.30069,978,0.0,0.0,0.0,0,0.0,0.0,0.0,Black Sea,0,1.21437,114736.25078000002,-149.0,0.0,-9999.0,422111.84
16156,16156,6.65903391419,20491.259,1.0,1.0,3.921,0.4642,1.0,1.2123, ,Foreland, ,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,81.91984999999998,12.1735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,1181,68.4638,218802.03293,0.0,0.0,-9999.0,303446.0400000001
16159,16159,18.4764582402,73380.05199999998,0.6,1.0,1.576,4.8674,1.0,1.8476,W,Intracratonic,Warm Temperate,2,Passive,0.0,0.0,0.0,0.0,0.0,72000,9.3,-9999,129.17,0.49,3,0.007,52.688,6.1,-9999,0.085,655.914,900.0,936926.63488,-9999.0,-9999.0,1.64304,1.01411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Black Sea,1582,51.61568,831076.9487100001,0.0,0.0,-9999.0,1470159.3199999996
16162,16162,14.247908403199999,53026.5659,1.0,1.0,0.395,31.7954,1.0,3.9539, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,82.80898,0.99295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,40,98.77819,279865.18408999994,0.0,0.0,-9999.0,371620.7
16165,16165,29.084411732,129383.81849999998,1.5,1.5,1.116,28.2176,1.0,28.9802,F,Passive Margin,Equatorial,3,Passive,0.0,0.0,0.0,0.0,0.0,130000,10.0,-9999,76.92,3.0,0,0.023,300.0,2.4,-9999,0.018,240.0,980.0,0.0,105631.263653,-9999.0,0.41465,1.22472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Coral Sea,91,71.36113,223586.33849,0.0,0.0,-9999.0,768909.75
16167,16167,2.78917362718,6904.7673,2.0,2.0,3.292,4.1205,1.0,1.8589, ,Foreland, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,48.88417,13.90386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,1217,47.37137,183832.42669,0.0,0.0,-9999.0,234898.87
16168,16168,20.7426972121,84798.10439999998,2.0,1.0,3.228,11.5145,1.0,33.2492, ,Foreland, ,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,42.09311,5.24311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,869,26.64433,237602.56462,0.0,0.0,-9999.0,547537.12
16172,16172,3.2090974487699997,8227.7908,2.0,2.0,0.382,24.4827,1.0,1.4612, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,35.6543,1.71098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,45,77.7938,138449.88830000002,0.0,0.0,-9999.0,220165.91
16174,16174,9.28768902625,31059.1232,1.0,1.0,0.186,32.3027,1.0,1.2678, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,20.93427,0.43369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,40,99.36231,219323.63781,0.0,0.0,-9999.0,391290.1699999999
16177,16177,3.90646265405,10520.4473,2.0,2.0,0.564,27.8413,1.0,2.9486, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,92.25541,2.42626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,40,98.34812,169952.35187,0.0,0.0,-9999.0,231467.77
16178,16178,16.8884634748,65583.1516,1.8,2.0,3.124,15.0512,1.0,31.236, ,Strike-Slip, ,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,42.44458,4.18353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,797,28.79618,507976.79815999995,0.0,0.0,-9999.0,703233.69
16182,16182,14.8830951981,55997.8282,1.0,1.0,2.422,23.9874,1.0,19.0515,FT,Passive Margin,Equatorial,1,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36902.4246066,-9999.0,0.65575,3.82412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mozambique Channel,103,27.76982,385630.91132,0.0,0.0,-9999.0,565358.91
16183,16183,29.1430235919,129709.82369999998,2.0,2.0,4.999,24.8731,1.0,152.8574, ,Foreland, ,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,71.05307000000002,5.43428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,42,75.0413,600817.65406,0.0,0.0,-9999.0,850582.0199999998
16185,16185,9.70466803959,32811.8309,1.5,1.5,0.823,26.2778,1.0,7.132,TW,Passive Margin,Arid,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,49.99337,3.15476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,40,66.83966,146988.46762,0.0,0.0,-9999.0,253585.4
16186,16186,30.134707287399998,135250.3292,2.0,2.0,2.206,24.6435,1.0,68.9555, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,94.44266,1.61022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,44,96.93704,1055447.6987700001,0.0,0.0,-9999.0,1319693.06
16188,16188,14.910372020599999,56126.1443,2.0,2.0,1.597,24.4717,1.0,25.6752,W,Passive Margin,Arid,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,2.26081,2.48564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,44,80.85008,440254.51586,0.0,0.0,-9999.0,602259.1299999999
16189,16189,5.39064157442,15734.5809,1.0,1.0,0.268,32.483,1.0,1.1045, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,10.34301,1.64791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,40,94.27724,94315.89155,0.0,0.0,-9999.0,161416.47
16191,16191,10.2401187597,35090.2006,2.0,2.0,0.608,19.963,1.0,5.6117, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,85.96055,0.96386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,45,98.44924,459149.09539,0.0,0.0,-9999.0,621460.6199999999
16199,16199,5.85325431268,17440.1956,2.0,2.0,0.826,28.531,1.0,6.4587, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,71.77464000000002,2.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,40,94.37963,182982.68474,0.0,0.0,-9999.0,287133.94
16202,16202,13.5915183404,49990.7415,1.0,1.0,0.352,31.145,1.0,3.3025, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,0.0,0.78424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,0,95.30271,333165.1871900001,0.0,0.0,-9999.0,434818.0899999999
16208,16208,3.2558397395200003,8377.8655,2.0,2.0,0.413,18.3518,1.0,1.2003, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,0.0,1.80213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,0,92.43786,172850.43260999996,0.0,0.0,-9999.0,227120.47
16218,16218,13.2475602308,48414.3926,2.0,2.0,2.618,27.8871,1.0,42.9441,W,Passive Margin,Arid,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,27.75516,6.74424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,44,87.76905999999998,214863.96295,0.0,0.0,-9999.0,353931.79
16223,16223,9.67452776431,32684.4987,1.0,1.0,0.35,23.8945,1.0,1.8333, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,44.1139,0.56873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,44,99.98709,484518.40262,0.0,0.0,-9999.0,607491.2
16232,16232,10.5362322861,36363.1318,0.45,1.5,3.016,5.3402,1.0,1.7207,W,Foreland,Warm Temperate,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1521088.93567,-9999.0,-9999.0,0.27743,5.12646,0.0,0.0,-25.0,-1944.0,129.26609,4.0,22966.754419999994,1499,0.0,0.0,0.0,0,0.0,0.0,0.0,Black Sea,1418,4.31681,353085.8979200001,0.0,0.0,-9999.0,543259.52
16234,16234,8.965641592420003,29718.8039,1.0,1.0,1.668,25.1444,1.0,8.5626, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,8.13309,3.43561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,25,74.25382,250161.62927000003,0.0,0.0,-9999.0,453602.58
16239,16239,1.3054832705,2673.1218,2.0,2.0,3.574,7.8858,1.0,1.8992, ,Foreland, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,11.34322,23.95222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,46,11.76488,97230.76663,0.0,0.0,-9999.0,148048.88
16241,16241,6.834710966369999,21169.217299999997,2.0,2.0,1.076,20.5719,1.0,7.0127,WF,Passive Margin,Arid,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,0.00156,3.76594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,1864,44.18579,129475.0044,0.0,0.0,-9999.0,267343.45
16243,16243,7.827514577530001,25080.4004,2.0,2.0,0.78,18.5079,1.0,5.1919, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,91.47088,1.68568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,382,90.70601,352574.9857,0.0,0.0,-9999.0,445874.0099999999
16246,16246,5.511676088730001,16177.4184,0.9,1.0,2.015,22.9022,1.0,5.3802, ,Foreland, ,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,48.84312,5.69529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,42,78.04589,227956.48940000005,0.0,0.0,-9999.0,322371.9
16251,16251,11.2611965275,39517.1196,1.0,1.0,0.326,33.3018,1.0,2.743, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,10.25129,1.02835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,40,98.7447,207657.09862,0.0,0.0,-9999.0,294645.75
16253,16253,5.48081871306,16064.2852,2.0,2.0,0.611,24.1865,1.0,3.8086, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,3.37514,1.69717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,45,52.01446,237068.14968,0.0,0.0,-9999.0,354708.72
16254,16254,7.087828801260001,22153.693,1.8335,2.0,3.468,3.0474,1.0186,3.1756, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,43.9864,10.5329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,1048,44.55968,262213.50164999993,0.0,0.0,-9999.0,310256.35
16256,16256,11.519079834400001,40651.5252,1.8,2.0,1.372,3.9834,1.0,2.5387, ,Strike-Slip, ,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,26.82268,3.44352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,1118,44.31785,127230.43828,0.0,0.0,-9999.0,386667.87000000005
16263,16263,1.4890228125,3150.8759,2.0,2.0,2.697,25.8805,1.0,5.3192, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,0.0,21.79126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,0,42.47412,101178.92917,0.0,0.0,-9999.0,120823.66
16265,16265,16.0349894006,61466.779,1.0,1.0,1.346,22.7711,1.0,10.7764, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,31.31298,1.23669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,842,88.88504,609386.3170899998,0.0,0.0,-9999.0,940410.8
16266,16266,5.02585244663,14415.0707,1.5,1.5,1.649,22.1795,1.0,6.5193,FT,Foreland,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18230.1958181,-9999.0,0.47639,5.57967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Celebes Sea,1510,32.31659,163449.41552000004,0.0,0.0,-9999.0,288010.1
16269,16269,2.55098598514,6175.7499,2.0,2.0,0.58,18.0211,1.0,1.3177, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,0.0,1.84746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,0,81.53028,233311.67992999995,0.0,0.0,-9999.0,313403.23999999993
16271,16271,32.5026485564,148663.05359999996,1.5,1.5,3.758,25.1564,1.0,96.526, ,Extensional, ,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,19.65232,2.72985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,682,31.22945,472208.46289,0.0,0.0,-9999.0,1195855.06
16278,16278,8.49642625039,27787.5319,2.0,2.0,2.039,14.8796,1.0,11.7809, ,Strike-Slip, ,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,73.85362999999998,7.1332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,876,28.55482,209730.73729,0.0,0.0,-9999.0,275094.07
16282,16282,21.7684577027,90071.87109999997,2.0,2.0,0.382,19.7215,1.0,7.0503, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,89.57290999999998,0.49636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,736,97.06789,434555.58188,0.0,0.0,-9999.0,727290.0799999998
16285,16285,8.07518055536,26076.2365,1.5,1.5,1.533,4.2562,1.0,1.812, ,Intracratonic, ,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,82.87314999999998,2.93263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,1087,55.54821,376797.4452099999,0.0,0.0,-9999.0,498017.12999999995
16290,16290,5.993320182970001,17963.4173,2.0,2.0,0.717,19.3578,1.0,3.8889, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,84.14547,1.4731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,382,90.55222,324165.40164,0.0,0.0,-9999.0,473424.5
