FID,Q,Area,B,L,R,T,I,Qs,Process,Structure_,MainClass,Shelf,MarginType,Fan_Area,Fan_Width,Fan_Depth,Fan_Volume,Fan_Length,Area_1,Q_1,PD_Q,Runoff,TSS,PD_TSS,SedYield,ASedConc,TDS,PD_TDS,DisYield,DisConc,Max_Elev,E_Length,S_Dist,Sed_Thick,Sed_Basin,River_S,C_Slope_S,C_Shelf_S,C_TopH,C_LowH,C_Length,C_Freq,C_Distance,C_ID,F_Depth,F_Length,F_Width,F_ID,F_Area,Slope_LowH,Slope_TopH,BoW,S_Basin_ID,10m_km,SP,Shelf_LowH,F_S,Slope_L,River_L
19214,19214,2.0919074799399997,4819.286,2.0,2.0,0.627,23.5544,1.0,1.5466, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,68.03695,2.82894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,44,88.48122999999998,176541.43508000002,0.0,0.0,-9999.0,220259.1
19235,19235,2.99338707285,7542.3765,2.0,2.0,2.878,26.8208,1.0,11.3008, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,0.0,14.1019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,0,53.95566,113412.71641,0.0,0.0,-9999.0,198724.95
19277,19277,2.5346563024399997,6126.3733,1.0,1.0,0.672,26.4314,1.0,1.1129, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,0.0,5.53365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,0,63.57246,53728.26782,0.0,0.0,-9999.0,118944.94
19279,19279,2.63821703854,6440.8437,0.6,2.0,2.732,15.2934,1.0,1.6307, ,Extensional, ,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,34.93784,22.35469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,587,4.91789,87026.41615,0.0,0.0,-9999.0,121719.4
19280,19280,3.09958952969,7878.3422,1.0,1.0,0.647,26.4737,1.0,1.2954, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,43.57094,3.77939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,25,80.06997,117162.54131,0.0,0.0,-9999.0,166428.97999999995
19281,19281,3.58524689444,9450.4708,1.8,2.0,0.899,18.4522,1.0,2.5874, ,Foreland, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,52.84672,5.14002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,841,76.14359,107145.61747,0.0,0.0,-9999.0,167275.73
19284,19284,2.7347315613800003,6736.7121,1.0,1.0,1.265,18.8514,1.0,1.6042, ,Strike-Slip, ,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,20.86162,7.1308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,1748,26.24491,118742.51671,0.0,0.0,-9999.0,169952.85999999996
19302,19302,1.45803344901,3069.1207,1.8,2.0,1.176,18.577,1.0,1.4692, ,Foreland, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,7.08579,8.73879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,749,31.85515,84199.81698,0.0,0.0,-9999.0,134572.47
19305,19305,15.0441645532,56756.382,1.0,1.0,0.303,33.0923,1.0,3.3213, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,0.01498,0.47637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,40,96.14662000000001,351291.5321,0.0,0.0,-9999.0,566991.1
19321,19321,4.8068267985799995,13634.1385,1.5,1.5,0.817,17.0636,1.0,2.3836, ,Intracratonic, ,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,0.0,4.65965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,0,71.94347000000002,130409.79692,0.0,0.0,-9999.0,172888.48
19325,19325,2.8743160319700003,7169.234,1.5,1.5,1.849,7.7635,1.0,1.5175, ,Extensional, ,5,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,24.02352,6.82278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,1027,13.97115,125618.85951,0.0,0.0,-9999.0,264041.81
19330,19330,4.30977817654,11895.2413,2.0,2.0,0.311,26.5301,1.0,1.6984,W,Passive Margin,Arid,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,49.15079,0.79149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3439.0,550000.0,478000.0,35,120362.68611,0.0,0.0, ,45,96.40407,316560.27567,0.0,6.25272727273,-9999.0,371575.72
19331,19331,10.9566340836,38185.7264,2.0,2.0,0.82,24.3514,1.0,9.8349, ,Intracratonic, ,5,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,19.16645,1.53604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0, ,45,67.89352,312316.5937100001,0.0,0.0,-9999.0,513204.0899999999
19341,19341,1.7577504914300002,3877.0477,2.0,1.0,0.901,24.2127,1.0,1.9415,W,Passive Margin,Equatorial,3,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,11162.755709,269848.370128,1668.0,5.92265,6.34821,38.22281,1.40079,-88.0,-2927.0,72.04153,2.0,239085.32946,1145,-4750.0,1416000.0,1525000.0,46,1366759.5763,-2196.0,-153.0,Arabian Sea,1475,32.30513,81812.64723,-378.0,1.8036723163800001,53449.76,141929.78
19344,19344,2.84181049223,7068.0319,3.0,1.5,2.553,22.8626,1.0,12.2099,W,Passive Margin,Equatorial,1,Active,0.0,0.0,0.0,0.0,0.0,7000,2.0,-9999,285.71,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,2600.0,723.83398831,20288.027125,1941.0,4.38981,11.06254,99.66684,8.97081,-32.0,-4041.0,77.79939,2.0,13945.69138,1456,-4094.0,61000.0,87000.0,34,2214.7352,-1743.0,-182.0,North Atlantic Ocean,334,19.83873,115294.96993,-182.0,38.5409836066,15662.18,228130.34
19350,19350,2.88080470815,7189.4701,1.0,0.5,0.84,24.2927,1.0,1.4411,WF,Passive Margin,Equatorial,1,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,818.22715071,21665.0054013,4168.0,25.55353,3.92263,67.94137,18.13985,-1468.0,-3337.0,83.05856,4.0,31590.85613,90,-4061.0,222000.0,875000.0,21,87350.21714,-2223.0,-479.0,Gulf of Guinea,245,83.43979,142932.88555,-393.0,8.27927927928,25669.19,211847.55
19362,19362,6.149257534609999,18549.5322,0.75,1.5,1.033,22.3432,1.0,2.484,T,Passive Margin,Equatorial,3,Passive,0.0,0.0,0.0,0.0,0.0,19000,3.6,-9999,189.47,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,490.0,19661.8687641,136890.90978899997,10077.0,2.51859,2.34867,72.97298,1.85549,-80.0,-4006.0,75.9925,3.0,132672.95811,1205,-4886.0,334000.0,126000.0,23,26356.47595,-2904.0,-608.0,North Atlantic Ocean,1676,53.7026,248676.39471000005,-254.0,5.93413173653,31463.7,421302.80999999994
19364,19364,2.78282316291,6885.1217,2.0,2.0,2.073,28.5358,1.0,8.0894,W,Passive Margin,Arid,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,485.05243624,8470.108210489998,1726.0,8.942600000000002,9.30345,55.39416,24.0847,-966.0,-2927.0,31.93494,3.0,23460.51548,193,-3047.0,70000.0,120800.0,42,5278.41758,-2078.0,-204.0,Arabian Sea,354,50.94342,174818.99661,-204.0,13.8428571429,33830.28,221434.0
19371,19371,0.68499196586,1193.7447,2.0,2.0,1.258,23.6899,1.0,1.0989,WF,Foreland,Arid,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1202456.75539,93170.39803230001,1471.0,0.0,14.65434,15.17348,1.1377,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-3264.0,-175.0,Persian Gulf,0,20.33805,360.27156,-106.0,0.0,203578.86,85844.86
19374,19374,2.738970685,6749.7679,0.5,0.5,2.11,25.828,1.0,1.8357,WF,Passive Margin,Arid,1,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,256.12335796,16836.2238403,2931.0,0.0,8.43569,92.14048,10.98821,-511.0,-2114.0,14.00962,1.0,20743.81227,341,0.0,0.0,0.0,0,0.0,-2193.0,-162.0,South Atlantic Ocean,0,16.04752,140230.69076,-185.0,0.0,22042.43,241450.32
19375,19375,0.89967374604,1678.4597,4.0,2.0,1.035,21.922,1.0,2.159,TW,Foreland,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,57598.93119000001,682756.6753009999,2060.0,10.71432,13.20785,36.77626,0.15232,-172.0,-2444.0,120.09749,3.0,643203.38598,771,0.0,0.0,0.0,0,0.0,-928.0,-192.0,South China Sea,222,49.98005,77612.92,-104.0,0.0,20012.91,77612.92
19385,19385,1.87386185349,4199.7803,2.0,2.0,1.287,23.8932,1.0,2.9053,W,Foreland,Equatorial,1,Active,0.0,0.0,0.0,0.0,0.0,4000,0.34,-9999,85.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1131.38706547,11517.3892814,1734.0,17.42035,9.44052,29.06387,10.15855,-1487.0,-4480.0,108.81619,1.0,127384.7764,85,0.0,0.0,0.0,0,0.0,-4065.0,-117.0,Caribbean Sea,266,43.58323,96763.81078000001,-117.0,0.0,135838.76,134897.16
19390,19390,3.82215631414,10237.4116,1.0,1.0,2.136,11.6796,1.0,2.295,W,Fore-arc,Warm Temperate,1,Active,0.0,0.0,0.0,0.0,0.0,11000,14.0,-9999,1272.73,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,15886.1458776,57431.6827495,559.0,0.0,7.37944,34.39694,4.77089,-55.0,-4155.0,81.16623,1.0,36340.75399,1329,0.0,0.0,0.0,0,0.0,-3933.0,-281.0,South Pacific Ocean,0,12.27668,240103.95432,-274.0,0.0,106172.24,283097.22
19404,19404,1.29671109989,2650.6882,2.0,2.0,4.754,19.3943,1.0,6.1741,WF,Fore-arc,Arid,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32234.4057831,1710.0,0.0,43.33372,39.47967,5.98739,-1534.0,-2519.0,41.97254,2.0,100050.21548,77,0.0,0.0,0.0,0,0.0,-6109.0,-193.0,South Pacific Ocean,0,0.84366,79433.1213,-193.0,0.0,149849.26999999996,109706.71
19410,19410,1.86051513645,4162.4221,0.75,0.75,1.473,28.4536,1.0,1.4751,WF,Passive Margin,Arid,1,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,538.947899,107820.525338,1355.0,0.0,11.70171,14.6781,3.91391,-679.0,-2737.0,149.34755,2.0,169719.34098,267,0.0,0.0,0.0,0,0.0,-3112.0,-468.0,South Atlantic Ocean,0,13.91035,98542.55115,-422.0,0.0,180132.35999999996,125391.9
19412,19412,2.33589636609,5531.865,1.5,1.5,3.135,18.356,1.0,5.0109,TW,Fore-arc,Equatorial,1,Active,0.0,0.0,0.0,0.0,0.0,5500,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,2500.0,4103.85544709,3017.69862716,819.0,0.0,18.96166,6.10479,38.43989,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-400.0,-116.0,South Pacific Ocean,0,24.50093,87387.09115999998,-116.0,0.0,46520.85,165164.89999999997
19416,19416,5.90789803233,17643.9512,0.5,0.5,2.471,25.4733,1.0,4.3503,TW,Passive Margin,Equatorial,1,Passive,0.0,0.0,0.0,0.0,0.0,18000,2.2,-9999,122.22000000000001,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,2600.0,34955.3038737,38308.79701379999,4551.0,21.11735,7.75033,21.94431,4.72476,-38.0,-1618.0,52.79386,1.0,57589.87892,1424,0.0,0.0,0.0,0,0.0,-1598.0,-181.0,Indian Ocean,155,57.50731,153746.90379,-181.0,0.0,64572.54,312863.93000000005
19421,19421,1.79972590257,3993.1219,1.0,1.0,1.896,21.2882,1.0,1.8361,TF,Foreland,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,16421.677481,290480.766031,1073.0,20.95284,9.19034,5.19941,0.32704,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-1889.0,-202.0,Malacca Strait,224,42.79612,103153.1678,-95.0,0.0,324460.06,184955.05
19426,19426,1.6651168470300002,3623.3518,2.0,2.0,1.816,10.2358,1.0,1.5726,WF,Foreland,Warm Temperate,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,11067.0542034,59813.72027559999,666.0,0.0,9.67182,66.00001,6.52024,193.0,-2770.0,163.66206,15.0,58234.18799000001,1689,0.0,0.0,0.0,0,0.0,-1646.0,-390.0,Tasman Sea,0,2.91716,151997.53455,-390.0,0.0,19030.3,186728.0
19427,19427,3.42798973948,8935.1943,1.0,0.5,1.301,17.6321,1.0,1.9061,W,Passive Margin,Warm Temperate,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,406892.355222,259178.296798,2380.0,5.09214,6.73451,16.44055,0.46686,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-1991.0,-203.0,South China Sea,1443,55.62567,109852.98157,-121.0,0.0,108755.48,181750.35
19431,19431,2.0907289837,4815.8925,1.0,1.0,2.189,19.7463,1.0,2.2621,WF,Passive Margin,Equatorial,1,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2147.14139136,9687.785797140003,1054.0,0.0,11.86132,51.45439,50.88882,-44.0,-2941.0,38.68401,1.0,6178.44227,1389,0.0,0.0,0.0,0,0.0,-3127.0,-493.0,Indian Ocean,0,6.2261,119486.42138000004,-493.0,0.0,51190.97,183200.56
19445,19445,2.7674340728500004,6837.561,1.0,1.0,4.524,22.5333,1.0,6.9341,W,Fore-arc,Arid,1,Active,0.0,0.0,0.0,0.0,0.0,7400,0.33,-9999,44.59,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,40.41614326,26045.5614021,332.0,5.3634,19.47089,84.18196,10.40484,-174.0,-1864.0,33.17459,2.0,33440.74158,759,0.0,0.0,0.0,0,0.0,-5101.0,-299.0,South Pacific Ocean,620,9.90257,154999.43835,-271.0,0.0,57043.1,230693.07
19451,19451,2.4043059573,5735.1103,3.0,1.5,0.914,19.1758,1.0,3.1358,TW,Foreland,Warm Temperate,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,240889.469473,284753.098578,8088.0,53.15657,4.00536,22.9312,0.50921,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-835.0,-103.0,South China Sea,349,65.55664,10575.8655,-145.0,0.0,31921.58,217483.53
19459,19459,1.63423773735,3539.5549,1.0,1.0,5.168,20.6337,1.0,4.4325,WF,Fore-arc,Arid,1,Active,0.0,0.0,0.0,0.0,0.0,3400,0.06,-9999,17.65,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,554.84338167,11198.9613848,172.0,0.0,36.25431,45.28861,16.16221,-495.0,-3736.0,152.05377999999996,4.0,28615.92858,348,0.0,0.0,0.0,0,0.0,-5961.0,-229.0,South Pacific Ocean,0,2.55981,118776.26517,-181.0,0.0,126566.05,140187.46
19470,19470,0.70476056611,1236.9627,4.0,2.0,3.423,11.0906,1.0,2.875,WF,Foreland,Warm Temperate,2,Active,0.0,0.0,0.0,0.0,0.0,1200,2.6,-9999,2166.67,0.5,-9999,0.417,192.308,0.43,-9999,0.358,165.385,2600.0,38669.8368855,235237.30501100005,6335.0,0.0,27.62917,34.71158,0.46336,-146.0,-2048.0,56.48582,5.0,131968.47101,862,0.0,0.0,0.0,0,0.0,-1669.0,-355.0,South China Sea,0,3.74779,77447.28028,-109.0,0.0,37854.8,123890.79
19472,19472,3.0185394027499997,7621.679299999999,1.0,1.0,1.448,19.7129,1.0,2.1059,WF,Passive Margin,Equatorial,1,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1693.74458603,16138.6421104,991.0,0.0,8.07179,58.7016,9.10857,-1460.0,-4009.0,54.0995,1.0,26604.17712,92,0.0,0.0,0.0,0,0.0,-3739.0,-147.0,Indian Ocean,0,23.58512,105375.13595,-147.0,0.0,61190.84,178002.65999999997
19474,19474,5.1947271922,15023.0475,1.5,1.5,1.604,18.5799,1.0,5.4789,W,Passive Margin,Warm Temperate,3,Passive,0.0,0.0,0.0,0.0,0.0,15000,7.0,-9999,466.67,0.76,-9999,0.051,108.571,-9999.0,-9999,-9999.0,-9999.0,1000.0,11287.369038799998,171239.14757900004,5321.0,0.0,4.59247,16.09378,1.42491,0.0,0.0,0.0,0.0,0.0,0,-4775.0,765000.0,880000.0,7,222927.77978,-2059.0,-284.0,South Atlantic Ocean,0,10.08119,1922.76846,-244.0,3.5503267973900003,110291.08,295483.45000000007
19488,19488,1.0890203238,2131.0792,3.0,1.5,1.09,22.8954,1.0,2.1293,TF,Foreland,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,16421.677481,290480.766031,1073.0,25.91375,9.86531,5.19941,0.32704,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-1889.0,-202.0,Malacca Strait,229,57.2428,71745.1276,-95.0,0.0,324460.06,109352.83
19490,19490,3.095703452,7865.9974,2.0,2.0,0.367,22.4588,1.0,1.2452,TW,Passive Margin,Equatorial,3,Passive,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,13808.382359100002,72050.17431000002,2858.0,65.65711,1.43515,25.96192,3.74739,-94.0,-2017.0,114.38435,3.0,95505.5016,1101,0.0,0.0,0.0,0,0.0,-1196.0,-250.0,Gulf of Guinea,246,88.47924999999998,154444.39829,-270.0,0.0,36437.98,249659.48
19492,19492,2.1387401880700003,4954.5264,1.0,1.0,2.352,21.7824,1.0,2.7387,WF,Foreland,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2190.22914789,4664.02606942,3990.0,0.0,13.20911,39.5802,56.17464,-1.0,-1411.0,26.41996,1.0,2809.75169,1606,0.0,0.0,0.0,0,0.0,-2077.0,-262.0,South China Sea,0,3.82207,85851.0242,-262.0,0.0,45856.26,171798.07
19510,19510,0.80611673441,1463.1944,2.0,1.0,2.008,22.2246,1.0,1.9161,TF,Foreland,Equatorial,2,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,16421.677481,290480.766031,1073.0,10.49146,18.41255,5.19941,0.32704,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-1889.0,-202.0,Malacca Strait,224,59.74259,84121.11009,-95.0,0.0,324460.06,109056.04
19511,19511,2.59326988372,6303.9717,1.5,1.5,3.678,15.596,1.0,5.5077,WF,Fore-arc,Warm Temperate,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,882.67547304,25817.3897381,345.0,0.0,14.21383,42.87356,9.25733,-94.0,-1331.0,36.41014,2.0,26563.1495,1103,0.0,0.0,0.0,0,0.0,-4777.0,-208.0,South Pacific Ocean,0,9.22235,200882.54594,-239.0,0.0,106569.17,251550.71
19512,19512,0.91413452867,1712.2503,2.0,2.0,1.975,27.1296,1.0,2.5875,WF,Passive Margin,Arid,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21960.4991872,1697.0,0.11734,21.79043,69.11012,6.28401,-89.0,-3209.0,24.75424,3.0,36994.60325000001,1133,0.0,0.0,0.0,0,0.0,-2964.0,-138.0,Gulf of Oman,364,9.46361,71197.08918,-138.0,0.0,40891.26,90636.1
19523,19523,1.5224472358,3239.5331,4.0,2.0,3.55,16.1589,1.0,8.926500000000003,W,Foreland,Warm Temperate,1,Active,0.0,0.0,0.0,0.0,0.0,3300,8.5,-9999,2575.76,21.0,-9999,6.364,2470.588,2.3,-9999,0.697,270.588,4000.0,5530.26083677,11215.0725759,-9999.0,9.78086,23.71292,33.95954,18.10064,3.0,-1236.0,51.25889,2.0,8870.385449999998,1628,0.0,0.0,0.0,0,0.0,-2713.0,-203.0,South China Sea,356,16.37159,114578.24548,-203.0,0.0,73911.48999999998,149707.42000000004
19528,19528,5.783339623810001,17180.1907,1.0,0.5,1.641,11.0835,1.0,2.4645,TF,Passive Margin,Warm Temperate,2,Active,0.0,0.0,0.0,0.0,0.0,18000,19.0,-9999,1055.56,2.7,-9999,0.15,142.105,-9999.0,-9999,-9999.0,-9999.0,1900.0,16139.502110700003,275993.459995,-9999.0,0.0,4.82589,21.29893,0.32609,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-1422.0,-216.0,Eastern China Sea,0,3.17866,175465.3568,-90.0,0.0,56622.55,326779.3999999999
19532,19532,0.5106518182,826.9147,2.0,1.0,2.795,21.7871,1.0,1.7061,W,Fore-arc,Equatorial,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,642.1289313,47340.4289711,99.0,36.99221,26.07385,100.82641,4.79506,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-6149.0,-227.0,North Pacific Ocean,291,45.70988,88846.80396,-227.0,0.0,58734.61,106727.63
19534,19534,7.49253130817,23745.992,3.0,1.5,2.458,14.2073,1.0,18.0841,FW,Foreland,Warm Temperate,1,Active,0.0,0.0,0.0,0.0,0.0,23000,2.7,-9999,117.39,0.36,19,0.016,133.333,1.0,-9999,0.043,370.37,3100.0,3702.34781561,21408.1943442,-9999.0,4.74525,5.26729,55.31235,7.84746,-316.0,-1264.0,25.89493,1.0,37904.42098,467,0.0,0.0,0.0,0,0.0,-1016.0,-337.0,Mediterranean Sea - Eastern Basin,1878,26.88948,211215.55287,-168.0,0.0,12275.74,450857.9699999999
19537,19537,1.8502022550600001,4133.6016,2.0,1.0,1.527,14.601,1.0,2.0816,WF,Foreland,Warm Temperate,1,Active,0.0,0.0,0.0,0.0,0.0,4200,0.36,-9999,85.70999999999998,8.3,-9999,1.976,23055.556,-9999.0,-9999,-9999.0,-9999.0,-9999.0,7069.803907289999,4950.5041402299985,-9999.0,0.0,8.14249,173.98798,30.90594,-50.0,-2244.0,21.71494,3.0,12582.95711,1348,0.0,0.0,0.0,0,0.0,-2394.0,-153.0,Mediterranean Sea - Western Basin,0,5.38058,101165.16441999999,-153.0,0.0,12880.2,184746.82
19540,19540,1.64281410921,3562.7893,1.5,1.5,2.119,11.5509,1.0,1.5336,W,Foreland,Warm Temperate,1,Active,0.0,0.0,0.0,0.0,0.0,3700,1.7,-9999,459.46,3.0,-9999,0.811,1764.706,-9999.0,-9999,-9999.0,-9999.0,2200.0,994.69107999,4261.52765134,-9999.0,0.0,13.36799,35.09265,56.31783,-43.0,-1923.0,39.45686,3.0,16631.07443,1399,0.0,0.0,0.0,0,0.0,-1914.0,-240.0,Ionian Sea,0,3.60196,80240.08528,-240.0,0.0,47702.29,136033.87
19545,19545,1.34126458254,2765.0162,1.05,1.5,2.011,14.4688,1.0,1.0558,WF,Foreland,Arid,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,220.37637449,4909.3783837,-9999.0,0.0,17.78237,37.18442,81.27302,-99.0,-1422.0,48.81271,3.0,5260.72437,1052,0.0,0.0,0.0,0,0.0,-2477.0,-399.0,Mediterranean Sea - Western Basin,0,3.8342,94021.34084,-399.0,0.0,55883.62,113055.8
19550,19550,5.62907201944,16609.2727,1.05,1.5,1.816,13.2119,1.0,3.3284,W,Foreland,Arid,1,Active,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,737.442131,36147.6970405,-9999.0,2.50951,5.80898,45.90687,7.24804,-85.0,-2481.0,105.41441,8.0,25172.33213,1172,0.0,0.0,0.0,0,0.0,-2479.0,-258.0,Mediterranean Sea - Western Basin,429,9.92486,225663.56008,-262.0,0.0,48380.56,308315.86
