,age_ka,sea_level_m
1212,60600.000,37.371
1213,60650.000,41.344
1214,60700.000,34.161
1215,60750.000,30.767
1216,60800.000,30.003
1217,60850.000,30.979
1218,60900.000,32.257
1219,60950.000,33.534
1220,61000.000,34.812
1221,61050.000,36.509
1222,61100.000,43.789
1223,61150.000,48.844
1224,61200.000,46.764
1225,61250.000,41.527
1226,61300.000,41.173
1227,61350.000,52.302
1228,61400.000,48.882
1229,61450.000,44.032
1230,61500.000,42.513
1231,61550.000,37.317
1232,61600.000,36.493
1233,61650.000,53.129
1234,61700.000,60.618
1235,61750.000,48.332
1236,61800.000,38.325
1237,61850.000,44.761
1238,61900.000,38.652
1239,61950.000,36.344
1240,62000.000,43.574
1241,62050.000,52.644
1242,62100.000,58.213
1243,62150.000,31.396
1244,62200.000,35.070
1245,62250.000,32.283
1246,62300.000,37.398
1247,62350.000,33.658
1248,62400.000,36.606
1249,62450.000,42.187
1250,62500.000,49.500
1251,62550.000,38.440
1252,62600.000,50.581
1253,62650.000,49.947
1254,62700.000,48.612
1255,62750.000,49.620
1256,62800.000,56.618
1257,62850.000,64.530
1258,62900.000,52.330
1259,62950.000,56.098
1260,63000.000,54.828
1261,63050.000,58.049
1262,63100.000,56.586
1263,63150.000,56.565
1264,63200.000,61.061
1265,63250.000,75.595
1266,63300.000,67.471
1267,63350.000,73.539
1268,63400.000,69.589
1269,63450.000,66.476
1270,63500.000,64.941
1271,63550.000,68.113
1272,63600.000,60.140
1273,63650.000,63.364
1274,63700.000,65.246
1275,63750.000,67.494
1276,63800.000,72.241
1277,63850.000,68.411
1278,63900.000,66.616
1279,63950.000,66.573
1280,64000.000,60.387
1281,64050.000,59.607
1282,64100.000,51.705
1283,64150.000,53.473
1284,64200.000,45.953
1285,64250.000,54.473
1286,64300.000,60.219
1287,64350.000,54.919
1288,64400.000,55.108
1289,64450.000,65.099
1290,64500.000,65.346
1291,64550.000,58.749
1292,64600.000,58.729
1293,64650.000,64.098
1294,64700.000,63.581
1295,64750.000,56.999
1296,64800.000,55.772
1297,64850.000,62.239
1298,64900.000,60.213
1299,64950.000,57.357
1300,65000.000,58.553
1301,65050.000,62.428
1302,65100.000,67.901
1303,65150.000,59.868
1304,65200.000,68.370
1305,65250.000,58.121
1306,65300.000,53.033
1307,65350.000,53.921
1308,65400.000,55.645
1309,65450.000,48.051
1310,65500.000,46.035
1311,65550.000,46.996
1312,65600.000,50.385
1313,65650.000,48.232
1314,65700.000,48.585
1315,65750.000,48.138
1316,65800.000,45.541
1317,65850.000,42.944
1318,65900.000,38.922
1319,65950.000,35.956
1320,66000.000,34.348
1321,66050.000,35.560
1322,66100.000,47.321
1323,66150.000,52.192
1324,66200.000,61.659
1325,66250.000,50.234
1326,66300.000,80.524
1327,66350.000,57.804
1328,66400.000,57.014
1329,66450.000,29.310
1330,66500.000,25.985
1331,66550.000,25.555
1332,66600.000,27.138
1333,66610.890,18.410
